,,DW Kill Wall,0:52:45,,Damage,lvl 5,0d  0h 52m,50.552 923%,75.14 B,0d  5h 44m,,CL Damage,lvl 14,100⧌,0.272 853%,3.59 T,760 ⧌,,,,,,,,,,,Death Wave - Quantity,0.53%,0,,Super Tower,,0,30,x1.00,,,,,,,,,,,,,Demon Mode ⚠️,x1.5,0.050%,FALSE,,lvl 18,x1.36,x0.36,x0.54,x1.36,x1.36,1.8%,x1.36,x1.54,"x1,250",2s,118%,,x32.0,,x28.0,,6,6,6,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.10,100%,100%,x1.00,x1.00,"9,137,995",85%,85%,12.88,10.00%,7.20,17.89,19.26,x1.87,x4.31,x81.93,4.13%,1.85,x1.50,x1.00,x1.00,x400.97,100.00%,1.00,0.58,46.32,0.00,0.00,1.50,5.457E+01,7.514E+10,,1.12,7.65E+10,7.71E+10,,7.57E+10,7.54E+10,7.58E+10,7.62E+10,,,7.59E+10,7.59E+10,7.52E+10,,,,,,,,,,,32.727273%,32.994843%,46.818199%,,34.455149%,0.328041%,0.748371%,7.000768%,,,14.545455%,0.960640%,0.005680%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,CL Damage,1:20:00,,Critical Factor,lvl 6,0d  1h 20m,46.818 199%,77.09 B,0d  7h  4m,,CL Chance,lvl 5,62⧌,0.251 328%,4.15 T,822 ⧌,,,,,,,,,,,Death Wave - Cooldown,0.37%,0,,Standard Perk Bonus,,0,25,0.00%,,Hide UW Cooldown,,FALSE,,,,,,,,,Wave Accelerator,?,,FALSE,,lvl 19,x1.38,x0.38,x0.57,x1.38,x1.38,1.9%,x1.38,x1.57,"x1,275",,119%,,x33.5,,x29.5,,6,6,7,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.10,100%,100%,x1.00,x1.00,"9,137,995",85%,85%,13.22,10.00%,7.20,18.35,19.72,x1.87,x4.31,x81.93,4.13%,1.85,x1.50,x1.00,x1.00,x400.97,100.00%,1.00,0.58,46.32,0.00,0.00,1.50,5.473E+01,7.709E+10,,1.12,7.85E+10,7.90E+10,,7.77E+10,7.74E+10,7.78E+10,7.82E+10,,,7.79E+10,7.79E+10,7.71E+10,,,,,,,,,,,32.727273%,32.994794%,31.492082%,,34.450383%,0.328102%,0.748500%,6.999799%,,,14.545455%,0.960640%,0.005686%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,CL Quantity,0:31:32,,Damage / Meter,lvl 4,0d  0h 31m,34.450 383%,77.67 B,0d  7h 36m,,CL Damage,lvl 15,120⧌,0.219 475%,5.24 T,942 ⧌,,,,,,,,,,,Spotlight - Bonus,-,0,,Improved Trade-Off Perks,,0,10,0.00%,,Hide non-UW Labs,,FALSE,,,,,,,,,,,,,,lvl 20,x1.40,x0.40,x0.60,x1.40,x1.40,2.0%,x1.40,x1.60,"x1,300",,120%,,x35.0,,x31.0,,6,6,7,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.10,100%,100%,x1.00,x1.00,"9,137,995",85%,85%,13.22,10.00%,7.20,18.35,19.72,x1.87,x4.31,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x404.43,100.00%,1.00,0.58,46.32,0.00,0.00,1.50,5.473E+01,7.767E+10,,1.12,7.91E+10,7.96E+10,,7.83E+10,7.80E+10,7.83E+10,7.88E+10,,,7.85E+10,7.85E+10,7.77E+10,,,,,,,,,,,32.727273%,32.995185%,31.490663%,,20.407599%,0.328102%,0.748601%,7.007488%,,,14.545455%,0.960640%,0.005643%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,CL Chance,1:20:00,,Attack Speed,lvl 6,0d  1h 20m,32.995 185%,79.1 B,0d  8h 56m,,CL Quantity,lvl 4,150⧌,0.183 521%,6.68 T,1.09 K ⧌,,,,,,,,,,,Spotlight - Angle,-,0,,Death Wave Damage Ampl.,,0,30,500%,,,,,,,,,,,,,Perks,,,TRUE,,lvl 21,x1.42,x0.42,x0.63,x1.42,x1.42,2.1%,x1.42,x1.63,"x1,325",,121%,,x36.5,,x32.5,,6,7,7,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.10,100%,100%,x1.00,x1.00,"9,137,995",85%,85%,13.22,10.00%,7.20,18.35,19.72,x1.87,x4.38,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x411.86,100.00%,1.00,0.58,47.17,0.00,0.00,1.50,5.573E+01,7.910E+10,,1.12,8.05E+10,8.11E+10,,7.97E+10,7.94E+10,7.98E+10,8.02E+10,,,7.99E+10,7.99E+10,7.91E+10,,,,,,,,,,,32.727273%,22.318599%,31.490626%,,20.408175%,0.328102%,0.748604%,7.007687%,,,14.545455%,0.960640%,0.005542%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,SM Damage,1:20:00,,Damage,lvl 6,0d  1h 20m,32.727 273%,80.54 B,0d 10h 16m,,CL Damage,lvl 16,144⧌,0.174 062%,8.36 T,1.24 K ⧌,,,,,,,,,,,Smart Missiles - Damage,-,8,,Shock Mult ⚠️,FALSE,0,14,x1.10,Dimension Core,,0,,,,,,,,,,Name,Level,Value,Active,,lvl 22,x1.44,x0.44,x0.66,x1.44,x1.44,2.2%,x1.44,x1.66,"x1,350",,122%,,x38.0,,x34.0,,7,7,7,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.12,100%,100%,x1.00,x1.00,"9,304,140",85%,85%,13.22,10.00%,7.20,18.35,19.72,x1.87,x4.38,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x411.86,100.00%,1.00,0.58,47.17,0.00,0.00,1.50,5.573E+01,8.054E+10,,1.14,8.20E+10,8.26E+10,,8.11E+10,8.08E+10,8.12E+10,8.17E+10,,,8.13E+10,8.13E+10,8.06E+10,,,,,,,,,,,22.167488%,22.318599%,31.490626%,,20.408175%,0.328102%,0.748604%,7.007687%,,,14.545455%,0.960640%,0.005542%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,SM Quantity,1:56:00,,Critical Factor,lvl 7,0d  1h 56m,31.490 626%,82.58 B,0d 12h 12m,,CL Chance,lvl 6,80⧌,0.169 494%,9.49 T,1.32 K ⧌,,,,,,,,,,,Smart Missiles - Quantity,-,0,,Shock Chance,,0,30,2.5%,Avg hits required to reach max Shock Multiplier :,,,N/A,,,,,,,,,Damage,5,x1.75,TRUE,,lvl 23,x1.46,x0.46,x0.69,x1.46,x1.46,2.3%,x1.46,x1.69,"x1,375",,123%,,x39.5,,x35.5,,7,7,8,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.12,100%,100%,x1.00,x1.00,"9,304,140",85%,85%,13.55,10.00%,7.20,18.81,20.18,x1.87,x4.38,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x411.86,100.00%,1.00,0.58,47.17,0.00,0.00,1.50,5.589E+01,8.258E+10,,1.14,8.41E+10,8.46E+10,,8.32E+10,8.29E+10,8.33E+10,8.38E+10,,,8.34E+10,8.34E+10,8.26E+10,,,,,,,,,,,22.167488%,22.318564%,22.421590%,,20.405159%,0.328160%,0.748725%,7.006651%,,,14.545455%,0.960640%,0.005547%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,SM Cooldown,2:39:00,,Critical Factor,lvl 8,0d  2h 39m,22.421 590%,84.62 B,0d 14h 51m,,CL Damage,lvl 17,174⧌,0.140 379%,11.81 T,1.49 K ⧌,,,,,,,,,,,Smart Missiles - Cooldown,-,0,,Missile Amplifier ⚠️,,0,25,x1.00,Hits on same target,,,2,Enemies inside SM Area,,1,,,,,,Bounce Shot,3,6,TRUE,,lvl 24,x1.48,x0.48,x0.72,x1.48,x1.48,2.4%,x1.48,x1.72,"x1,400",,124%,,x41.0,,x37.0,,7,7,9,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.12,100%,100%,x1.00,x1.00,"9,304,140",85%,85%,13.89,10.00%,7.20,19.27,20.64,x1.87,x4.38,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x411.86,100.00%,1.00,0.58,47.17,0.00,0.00,1.50,5.606E+01,8.462E+10,,1.14,8.61E+10,8.67E+10,,8.53E+10,8.49E+10,8.54E+10,8.59E+10,,,8.55E+10,8.55E+10,8.47E+10,,,,,,,,,,,22.167488%,22.318527%,16.499229%,,20.401943%,0.328215%,0.748839%,7.005547%,,,14.545455%,0.960640%,0.005553%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,SM Cover Fire,1:56:00,,Attack Speed,lvl 7,0d  1h 56m,22.318 527%,86.14 B,0d 16h 47m,,CL Chance,lvl 7,98⧌,0.121 961%,13.22 T,1.59 K ⧌,,,,,,,,,,,Chain Lightning - Damage,51.48%,0,,,,,,,,,,,,,,,,,,,x1.5 Damage / Boss Health x8,,x1.500,TRUE,,lvl 25,x1.50,x0.50,x0.75,x1.50,x1.50,2.5%,x1.50,x1.75,"x1,425",,125%,,x42.5,,x38.5,,7,8,9,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.12,100%,100%,x1.00,x1.00,"9,304,140",85%,85%,13.89,10.00%,7.20,19.27,20.64,x1.88,x4.46,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x419.28,100.00%,1.00,0.58,48.02,0.00,0.00,1.50,5.706E+01,8.614E+10,,1.14,8.77E+10,8.82E+10,,8.68E+10,8.65E+10,8.69E+10,8.74E+10,,,8.70E+10,8.70E+10,8.62E+10,,,,,,,,,,,22.167488%,15.975529%,16.499207%,,20.402500%,0.328215%,0.748841%,7.005738%,,,14.545455%,0.960640%,0.005455%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,SL Damage,1:56:00,,Damage,lvl 7,0d  1h 56m,22.167 488%,87.68 B,0d 18h 43m,,CL Damage,lvl 18,210⧌,0.112 225%,16.33 T,1.8 K ⧌,,,,,,,,,,,Chain Lightning - Quantity,8.04%,0,,Bullet Damage %,87.0%,UWs,,,,,,,,,0%,0%,,,,,E. Dmg -50% / Dmg -50%,,-50%,TRUE,,lvl 26,x1.52,x0.52,x0.78,x1.52,x1.52,2.6%,x1.52,x1.78,"x1,450",,,,x44.0,,,,8,8,9,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.14,100%,100%,x1.00,x1.00,"9,470,286",85%,85%,13.89,10.00%,7.20,19.27,20.64,x1.88,x4.46,x81.93,4.21%,1.86,x1.50,x1.00,x1.00,x419.28,100.00%,1.00,0.58,48.02,0.00,0.00,1.50,5.706E+01,8.768E+10,,1.16,8.92E+10,8.98E+10,,8.83E+10,8.80E+10,8.84E+10,8.90E+10,,,8.86E+10,8.86E+10,8.77E+10,,,,,,,,,,,15.888779%,15.975529%,16.499207%,,20.402500%,0.328215%,0.748841%,7.005738%,,,14.545455%,0.960640%,0.005455%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,SL Angle,0:52:50,,Damage / Meter,lvl 5,0d  0h 52m,20.402 500%,88.34 B,0d 19h 36m,,CL Chance,lvl 8,116⧌,0.092 098%,18.08 T,1.91 K ⧌,,,,,,,,,,,Chain Lightning - Chance,5.15%,0%,,UW* Damage %,13.0%,Damage,#,,,,,,,,,,,,,,Death Wave Quantity,,+1,TRUE,,lvl 27,x1.54,x0.54,x0.81,x1.54,x1.54,2.7%,x1.54,x1.81,"x1,475",,,,x45.5,,,,8,8,9,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.14,100%,100%,x1.00,x1.00,"9,470,286",85%,85%,13.89,10.00%,7.20,19.27,20.64,x1.88,x4.46,x81.93,4.29%,1.88,x1.50,x1.00,x1.00,x422.87,100.00%,1.00,0.58,48.02,0.00,0.00,1.50,5.706E+01,8.834E+10,,1.16,8.99E+10,9.05E+10,,8.90E+10,8.87E+10,8.91E+10,8.96E+10,,,8.92E+10,8.92E+10,8.84E+10,,,,,,,,,,,15.888779%,15.975710%,16.498342%,,13.374038%,0.328215%,0.748941%,7.013324%,,,14.545455%,0.960640%,0.005415%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,SL Quantity,3:31:00,,Critical Factor,lvl 9,0d  3h 31m,16.498 342%,90.48 B,0d 23h  7m,,CL Damage,lvl 19,252⧌,0.090 979%,22.23 T,2.17 K ⧌,,,,,,,,,,,Generator,,-,,Death Wave,TRUE,x22,2#,190s,Locked,,,,,,,,,,,,Spotlight Damage Bonus,,x1.5,TRUE,,lvl 28,x1.56,x0.56,x0.84,x1.56,x1.56,2.8%,x1.56,x1.84,"x1,500",,,,x47.0,,,,8,8,10,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.14,100%,100%,x1.00,x1.00,"9,470,286",85%,85%,14.22,10.00%,7.20,19.74,21.10,x1.88,x4.46,x81.93,4.29%,1.88,x1.50,x1.00,x1.00,x422.87,100.00%,1.00,0.58,48.02,0.00,0.00,1.50,5.723E+01,9.048E+10,,1.16,9.21E+10,9.26E+10,,9.11E+10,9.08E+10,9.13E+10,9.18E+10,,,9.14E+10,9.14E+10,9.05E+10,,,,,,,,,,,15.888779%,15.975682%,12.504919%,,13.371826%,0.328268%,0.749049%,7.012164%,,,14.545455%,0.960640%,0.005421%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,SL Light Range,2:39:00,,Attack Speed,lvl 8,0d  2h 39m,15.975 682%,92.07 B,1d  1h 46m,,CL Damage,lvl 20,302⧌,0.074 379%,27.22 T,2.47 K ⧌,,,,,,,,,,,Substat Compared To:,,Next Tier,,Chain Lightning,TRUE,x2,1#,5.0%,,,,,,,,,,,,,Smart Missile Quantity,,+4,TRUE,,lvl 29,x1.58,x0.58,x0.87,x1.58,x1.58,2.9%,x1.58,x1.87,"x1,525",,,,x48.5,,,,8,9,10,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.14,100%,100%,x1.00,x1.00,"9,470,286",85%,85%,14.22,10.00%,7.20,19.74,21.10,x1.88,x4.53,x81.93,4.29%,1.88,x1.50,x1.00,x1.00,x430.34,100.00%,1.00,0.58,48.87,0.00,0.00,1.50,5.823E+01,9.207E+10,,1.16,9.37E+10,9.42E+10,,9.28E+10,9.24E+10,9.29E+10,9.34E+10,,,9.30E+10,9.30E+10,9.21E+10,,,,,,,,,,,15.888779%,11.815233%,12.504902%,,13.372175%,0.328268%,0.749051%,7.012347%,,,14.545455%,0.960640%,0.005327%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,2:39:00,,Damage,lvl 8,0d  2h 39m,15.888 779%,93.69 B,1d  4h 25m,,CL Chance,lvl 9,134⧌,0.072 095%,29.85 T,2.6 K ⧌,,,,,,,,,,,Galaxy Compressor,,0,,Smart Missiles,FALSE,x10,5#,180s,Locked,,<!> SM Damage heatup and Radius should be selected manually,,,,,,,,,,Chain Lightning Damage,,x2,TRUE,,lvl 30,x1.60,x0.60,x0.90,x1.60,x1.60,3.0%,x1.60,x1.90,"x1,550",,,,x50.0,,,,9,9,10,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.16,100%,100%,x1.00,x1.00,"9,636,431",85%,85%,14.22,10.00%,7.20,19.74,21.10,x1.88,x4.53,x81.93,4.29%,1.88,x1.50,x1.00,x1.00,x430.34,100.00%,1.00,0.58,48.87,0.00,0.00,1.50,5.823E+01,9.369E+10,,1.18,9.53E+10,9.59E+10,,9.44E+10,9.40E+10,9.45E+10,9.51E+10,,,9.46E+10,9.46E+10,9.37E+10,,,,,,,,,,,11.766629%,11.815233%,12.504902%,,13.372175%,0.328268%,0.749051%,7.012347%,,,14.545455%,0.960640%,0.005327%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,,Damage +,1:39:00,,Standard Perks Bonus,lvl 1,0d  1h 39m,14.545 455%,94.62 B,1d  6h  4m,,CL Damage,lvl 21,362⧌,0.060 198%,36.35 T,2.96 K ⧌,,,,,,,,,,,Package Chance,0.35%,0%,,Spotlight Missiles ⚠️,TRUE,x80,-,20s,,,,,,,,,,,,,,,,,,lvl 31,x1.62,x0.62,x0.93,x1.62,x1.62,3.1%,x1.62,,,,,,,,,,9,9,10,1,6,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.16,101%,100%,x1.00,x1.00,"9,732,795",85%,85%,14.22,10.00%,7.20,19.74,21.10,x1.88,x4.53,x81.93,4.29%,1.88,x1.50,x1.00,x1.00,x430.34,100.00%,1.00,0.58,48.87,0.00,0.00,1.50,5.823E+01,9.462E+10,,1.18,9.63E+10,9.69E+10,,9.53E+10,9.50E+10,9.54E+10,9.60E+10,,,9.56E+10,9.56E+10,9.47E+10,,,,,,,,,,,11.766629%,11.815233%,12.504902%,,13.372175%,0.328268%,0.749051%,7.012347%,,,4.268690%,0.960640%,0.005327%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,Rend Armor +,1:20:00,,Damage / Meter,lvl 6,0d  1h 20m,13.372 175%,95.33 B,1d  7h 24m,,CL Chance,lvl 10,152⧌,0.057 974%,39.55 T,3.12 K ⧌,,,,,,,,,,,,             ,,,Spotlight,FALSE,x8.0,30,1#,Locked,,,,,,,,,,,,User Specific Guess,,,,,lvl 32,x1.64,x0.64,x0.96,x1.64,x1.64,3.2%,x1.64,,,,,,,,,,9,9,10,1,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.16,101%,100%,x1.00,x1.00,"9,732,795",85%,85%,14.22,10.00%,7.20,19.74,21.10,x1.88,x4.53,x81.93,4.37%,1.89,x1.50,x1.00,x1.00,x434.00,100.00%,1.00,0.58,48.87,0.00,0.00,1.50,5.823E+01,9.533E+10,,1.18,9.70E+10,9.76E+10,,9.60E+10,9.57E+10,9.62E+10,9.67E+10,,,9.63E+10,9.63E+10,9.54E+10,,,,,,,,,,,11.766629%,11.815362%,12.504207%,,9.154184%,0.328268%,0.749150%,7.019828%,,,4.268690%,0.960640%,0.005288%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,Critical Factor +,4:32:00,,Critical Factor,lvl 10,0d  4h 32m,12.504 207%,97.58 B,1d 11h 56m,,CL Quantity,lvl 5,400⧌,0.054 283%,48.14 T,3.52 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rend Usually caps at (blank if no cap),,,,,lvl 33,x1.66,x0.66,x0.99,x1.66,x1.66,3.3%,x1.66,,,,,,,,,,9,9,11,1,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.16,101%,100%,x1.00,x1.00,"9,732,795",85%,85%,14.56,10.00%,7.20,20.20,21.56,x1.88,x4.53,x81.93,4.37%,1.89,x1.50,x1.00,x1.00,x434.00,100.00%,1.00,0.58,48.87,0.00,0.00,1.50,5.840E+01,9.758E+10,,1.18,9.93E+10,9.98E+10,,9.83E+10,9.79E+10,9.84E+10,9.90E+10,,,9.85E+10,9.86E+10,9.76E+10,,,,,,,,,,,11.766629%,11.815341%,9.693736%,,9.152605%,0.328318%,0.749251%,7.018617%,,,4.268690%,0.960640%,0.005294%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,Damage/Meter +,3:31:00,,Attack Speed,lvl 9,0d  3h 31m,11.815 341%,99.27 B,1d 15h 27m,,CL Damage,lvl 22,434⧌,0.049 236%,58.43 T,3.95 K ⧌,,,,,,,,,,,,,,,⚠️ Be carefull about UW sync if you follow blindly the paths,,,,,,,,,,,,,,,,,DW Kill Wall enemy hit count per EW,,,20,,lvl 34,x1.68,x0.68,x1.02,x1.68,x1.68,3.4%,x1.68,,,,,,,,,,9,10,11,1,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.16,101%,100%,x1.00,x1.00,"9,732,795",85%,85%,14.56,10.00%,7.20,20.20,21.56,x1.88,x4.61,x81.93,4.37%,1.89,x1.50,x1.00,x1.00,x441.53,100.00%,1.00,0.58,49.72,0.00,0.00,1.50,5.940E+01,9.927E+10,,1.18,1.01E+11,1.02E+11,,1.00E+11,9.96E+10,1.00E+11,1.01E+11,,,1.00E+11,1.00E+11,9.93E+10,,,,,,,,,,,11.766629%,8.998344%,9.693722%,,9.152834%,0.328318%,0.749253%,7.018793%,,,4.268690%,0.960640%,0.005204%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,Super Crit Mult +,3:31:00,,Damage,lvl 9,0d  3h 31m,11.766 629%,100.98 B,1d 18h 58m,,CL Chance,lvl 11,170⧌,0.047 656%,63.16 T,4.12 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 35,x1.70,x0.70,x1.05,x1.70,x1.70,3.5%,x1.70,,,,,,,,,,10,10,11,1,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.18,101%,100%,x1.00,x1.00,"9,900,602",85%,85%,14.56,10.00%,7.20,20.20,21.56,x1.88,x4.61,x81.93,4.37%,1.89,x1.50,x1.00,x1.00,x441.53,100.00%,1.00,0.58,49.72,0.00,0.00,1.50,5.940E+01,1.010E+11,,1.20,1.03E+11,1.03E+11,,1.02E+11,1.01E+11,1.02E+11,1.02E+11,,,1.02E+11,1.02E+11,1.01E+11,,,,,,,,,,,8.973081%,8.998344%,9.693722%,,9.152834%,0.328318%,0.749253%,7.018793%,,,4.268690%,0.960640%,0.005204%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,Attack Speed +,5:43:00,,Critical Factor,lvl 11,0d  5h 43m,9.693 722%,103.31 B,2d  0h 41m,,CL Damage,lvl 23,525⧌,0.039 987%,76.42 T,4.65 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 36,x1.72,x0.72,x1.08,x1.72,x1.72,3.6%,x1.72,,,,,,,,,,10,10,12,1,7,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.18,101%,100%,x1.00,x1.00,"9,900,602",85%,85%,14.90,10.00%,7.20,20.66,22.02,x1.88,x4.61,x81.93,4.37%,1.89,x1.50,x1.00,x1.00,x441.53,100.00%,1.00,0.58,49.72,0.00,0.00,1.50,5.957E+01,1.033E+11,,1.20,1.05E+11,1.06E+11,,1.04E+11,1.04E+11,1.04E+11,1.05E+11,,,1.04E+11,1.04E+11,1.03E+11,,,,,,,,,,,8.973081%,8.998327%,7.688274%,,9.151185%,0.328366%,0.749348%,7.017528%,,,4.268690%,0.960640%,0.005210%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,1:56:00,,Damage / Meter,lvl 7,0d  1h 56m,9.151 185%,104.07 B,2d  2h 37m,,CL Chance,lvl 12,188⧌,0.039 869%,82.15 T,4.83 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 37,x1.74,x0.74,x1.11,x1.74,x1.74,3.7%,x1.74,,,,,,,,,,10,10,12,1,8,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.18,101%,100%,x1.00,x1.00,"9,900,602",85%,85%,14.90,10.00%,7.20,20.66,22.02,x1.88,x4.61,x81.93,4.45%,1.91,x1.50,x1.00,x1.00,x445.25,100.00%,1.00,0.58,49.72,0.00,0.00,1.50,5.957E+01,1.041E+11,,1.20,1.06E+11,1.06E+11,,1.05E+11,1.04E+11,1.05E+11,1.06E+11,,,1.05E+11,1.05E+11,1.04E+11,,,,,,,,,,,8.973081%,8.998423%,7.687796%,,6.627480%,0.328367%,0.749446%,7.024913%,,,4.268690%,0.960640%,0.005172%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,4:32:00,,Attack Speed,lvl 10,0d  4h 32m,8.998 423%,105.84 B,2d  7h  9m,,CL Chance,lvl 13,206⧌,0.033 848%,87.88 T,5.04 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 38,x1.76,x0.76,x1.14,x1.76,x1.76,3.8%,x1.76,,,,,,,,,,10,11,12,1,8,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.18,101%,100%,x1.00,x1.00,"9,900,602",85%,85%,14.90,10.00%,7.20,20.66,22.02,x1.88,x4.68,x81.93,4.45%,1.91,x1.50,x1.00,x1.00,x452.83,100.00%,1.00,0.58,50.56,0.00,0.00,1.50,6.058E+01,1.058E+11,,1.20,1.08E+11,1.08E+11,,1.07E+11,1.06E+11,1.07E+11,1.07E+11,,,1.07E+11,1.07E+11,1.06E+11,,,,,,,,,,,8.973081%,7.007675%,7.687786%,,6.627639%,0.328367%,0.749448%,7.025082%,,,4.268690%,0.960640%,0.005086%,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,4:32:00,,Damage,lvl 10,0d  4h 32m,8.973 081%,107.63 B,2d 11h 41m,,CL Damage,lvl 24,636⧌,0.032 271%,105.92 T,5.68 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 39,x1.78,x0.78,x1.17,x1.78,x1.78,3.9%,x1.78,,,,,,,,,,11,11,12,1,8,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.20,101%,100%,x1.00,x1.00,"10,068,409",85%,85%,14.90,10.00%,7.20,20.66,22.02,x1.88,x4.68,x81.93,4.45%,1.91,x1.50,x1.00,x1.00,x452.83,100.00%,1.00,0.58,50.56,0.00,0.00,1.50,6.058E+01,1.076E+11,,1.22,1.09E+11,1.10E+11,,1.08E+11,1.08E+11,1.09E+11,1.09E+11,,,1.09E+11,1.09E+11,1.08E+11,,,,,,,,,,,6.997085%,7.007675%,7.687786%,,6.627639%,0.328367%,0.749448%,7.025082%,,,4.268690%,0.960640%,0.005086%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,7:03:00,,Critical Factor,lvl 12,0d  7h  3m,7.687 786%,110.07 B,2d 18h 44m,,CL Chance,lvl 14,224⧌,0.029 102%,112.82 T,5.9 K ⧌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvl 40,x1.80,x0.80,x1.20,x1.80,x1.80,4.0%,x1.80,,,,,,,,,,11,11,13,1,8,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,,,,1.00,1.20,101%,100%,x1.00,x1.00,"10,068,409",85%,85%,15.23,10.00%,7.20,21.12,22.48,x1.88,x4.68,x81.93,4.45%,1.91,x1.50,x1.00,x1.00,x452.83,100.00%,1.00,0.58,50.56,0.00,0.00,1.50,6.076E+01,1.101E+11,,1.22,1.12E+11,1.12E+11,,1.11E+11,1.10E+11,1.11E+11,1.12E+11,,,1.11E+11,1.11E+11,1.10E+11,,,,,,,,,,,6.997085%,7.007662%,6.191215%,,6.626406%,0.328413%,0.749538%,7.023776%,,,4.268690%,0.960640%,0.005092%,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
